Player,Season,Games_Played,All-Star,Plate_Appearances,At_Bats,Runs,Hits,Home_Run,Runs_Batted_In,Stolen_Bases,Walks,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Plus_(OPS+),Pos,Standings,WAR,PIE_Score
Jon Jay,-0.22556308210167228,0.43165526989627656,0,-0.7006754968996824,-0.7831929633909619,0.03709133218979186,-0.2755952106541223,-1.485888674706435,-1.1441709557389375,-0.2156814603437878,-0.35711679597324664,-0.7194680853272635,1.1956935526851555,1.2936457137348785,-0.7852984756022819,-0.38538860239745193,0.5078722719175852,-0.8945688753696655,-0.6598798026083823,-1.5029971224067649
Jonathan Schoop,-0.22556308210167228,1.3284202779066618,1,1.2885811068545658,1.4679535251442841,1.244028592009108,1.6732284998914417,1.5009752229189963,1.8159870080334295,-0.7458116820324114,-0.452571584307684,1.1188462877946423,1.0959677127201828,0.26714149035578316,1.0756778889426781,0.767975950989488,-0.7262291858695821,0.7474636590740613,2.0200479276869503,3.9350582042593367
Jonathan Villar,-0.22556308210167228,-0.4651097381141086,0,-0.6760152910680182,-0.5608575077331598,-0.6781307477031363,-0.6932002914853146,-0.5898295054188057,-0.8940167616173291,1.5867612933975324,-0.6912085551437775,0.8223439695491738,-0.6326135133393431,-1.015988788868088,-0.8289151091463045,-1.373986791014829,-0.7262291858695821,-0.5427047608460097,-1.0496874724695215,-2.64467333772082
Jordy Mercer,-0.22556308210167228,0.6204479031616209,0,0.3268330794196607,0.35627624685527387,-0.5440266077232123,0.16985020889914945,-0.2911431156562626,-0.14355417925250377,-0.8518377263701361,0.3110667223678152,-0.48226623073088853,-0.1672262601694703,-0.0750265841039158,-0.334593262314049,-0.5089633759746242,0.0965051193218628,0.6301756208995094,-1.0496874724695215,-0.7086954992866622
Jorge Bonifacio,-0.22556308210167228,-0.8898931629611331,0,-0.7910962516157847,-0.7368730767955864,-0.4099224677432883,-0.6653599527632351,0.007543274106280563,-0.8940167616173291,-0.7458116820324114,-0.452571584307684,0.40724072400551753,-0.1672262601694703,-0.24611062133376527,0.04341756173414553,-0.3030054200126705,1.33060657710903,-0.07355260814780207,-0.9522355550042368,-1.2989136981522333
Jorge Polanco,-0.22556308210167228,0.05407000336558807,0,0.21175211887189424,0.22658056438822266,-0.18641556777674817,0.086329192732911,-0.3907052455771103,0.5235236717384522,0.5265008500202852,-0.16620721930437182,-0.7787685489763572,-0.13398431351447937,-0.4457086647685897,-0.2764377509220198,-0.5501549671670148,0.0965051193218628,-0.4254167226714578,-0.46497596767781274,-0.8300368172857598
José Abreu,-0.22556308210167228,1.1396276446413176,0,1.2885811068545658,1.458689547825209,1.3781327319890322,1.8681108709459981,1.600537352839844,1.690909910972625,-0.533759593356962,-0.452571584307684,0.4368909558300644,1.4616291259250829,0.7233655896353802,1.7880829034950463,1.4682330012601301,-1.1375963384653045,1.4511918881213728,1.240432587964672,4.320477623594052
Jose Altuve,-0.22556308210167228,0.9980331696923094,1,1.1817202149173542,1.1715062509338814,2.1380561918752687,2.28571595177719,0.7044781835522146,0.8153702315469954,2.540995692437055,0.645158481538346,-0.600867158029076,2.8577908854347,2.3201499371139738,1.7153885142550087,2.2508732339155535,-0.7262291858695821,-1.363721028067873,2.6047594324786596,4.676930654197212
José Bautista,-0.22556308210167228,1.1868258029576537,0,1.379001861570668,1.143714318976656,1.244028592009108,-0.08071283959956592,0.6049160536313668,0.14829238055603944,-0.2156814603437878,1.8860707298860322,1.9490527788819547,-1.8958074862289964,-0.5882786957934643,-0.9161483762343496,-1.085645652668094,1.33060657710903,0.5128875827249575,-1.6343989772612306,-0.004976462099292145
Jose Iglesias,-0.22556308210167228,-0.08752447158342011,0,-0.24035165470861672,-0.00501886858865453,-0.36522108774998024,-0.1085531783216454,-1.0876401550230441,-0.3103236420002428,-0.10965541600606307,-1.120755102648746,-1.1642215626954664,-0.1672262601694703,-1.1585588198929626,-0.8725317426903271,-1.2916036086300475,0.0965051193218628,1.8030560026450284,-0.8547836375389519,-1.127463802482517
